business_id,city,name,review_count,stars,state,price_range,number_of_checkins,category,restaurant
p77g3FQIxl-Ue_iHvWlbYw,Harrisburg,Delight Cleaners,3,5,NC,,0,,0
ThzH7Yzi4uQwYXev2_XKqw,Charlotte,Bath & Body Works,3,4,NC,,11,,0
aeaqwKgXaQFjqgkPClUjiw,Charlotte,24 Hours of Booty,3,5,NC,,19,,0
2poiI1maLEoMz9HAIgvjYA,Charlotte,Hh Gregg,3,3,NC,3,6,,0
Jk80Fe61-XUzxcbP8RNKBg,Concord,Residence Inn Charlotte Concord,10,4,NC,2,33,,0
m-hi4jBIvJyFXB2E2Ky6Pw,Charlotte,King Auto Repair,15,4,NC,,0,,0
wHXh7TNRDDaf_9LYeQ_wlQ,Charlotte,Studio 20/20,4,3.5,NC,3,0,,0
z_HGB82QPTqxdnc1-KkpMw,Belmont,Clements Automotive,3,3.5,NC,,0,,0
HmpCPBfG1Df1s5I76qt5RQ,Charlotte,Joyfully Curly,3,3,NC,3,0,,0
lE1MNzaXHZdFbNHiotsi0g,Las Vegas,New York Pretzel,8,4,NV,1,18,Food,0
RrVBbXN7aHNZFLhOsAlyJQ,Matthews,Harris Teeter,11,3.5,NC,2,144,Food,0
AME2ud439xZkT1OGV1q4XQ,Harrisburg,Ishi 3 Japanese Restaurant,4,3,NC,1,6,Japanese,1
dTUFrwDX8q9nAbHbfxkQcg,Charlotte,Divine Pies Bakery,14,3.5,NC,2,0,Food,0
NKx4QC-7scc_tbMv0VITIQ,Charlotte,Starbucks,8,2.5,NC,2,50,Food,0
6mhAaBd71Js1WYFTwbBpCg,Charlotte,Massage Heights Stonecrest,8,4,NC,2,7,,0
wLtT4PcpU0I_aZQm606MQg,Concord,Lego Brand Retail,5,4,NC,2,42,,0
uuIt_bjY7e3RtiBxcbqO8A,Concord,Coach,4,5,NC,3,28,,0
9n0EfGSpBt2A368pAOfcHQ,Charlotte,Cold Stone Creamery,9,4.5,NC,1,33,Food,0
h0XActe0Oyp6BT_2n7Us4A,Indian Trail,Gator's Deli,4,5,NC,,0,Sandwiches,1
Oo-KFgoQAMpJKlWcmm90zQ,Matthews,Cycle Gear,3,3,NC,2,6,,0
LmFjhjkwb7jblSr5JJoTpw,Charlotte,C Gregory Martin DDS PA,3,4,NC,,0,,0
hygckuCA3HwejI_DAacU0A,Charlotte,Food Lion Inc-Store #2569,6,3.5,NC,1,26,Food,0
NR4d7qLeT6zuKACFEtndwA,Charlotte,Hillbilly's BBQ & Steaks,11,3,NC,2,6,Barbeque,1
O7is3p7z3tqOIaBuszdzGg,Charlotte,Alter Imaging,5,4,NC,,8,,0
O9b0q2iegZqrTqJs_RpxNA,Charlotte,Hh Gregg Appliances and Electronics,10,2.5,NC,,17,,0
FnQBuMrZ4KJxVjo4lzNt3A,Harrisburg,Richie's Nypd,7,3.5,NC,2,4,Pizza,1
SKTz4abK3W7qEucBVSZ5nQ,Charlotte,Bojangles,12,2,NC,1,29,,1
dQsWyGr_6GNEdUEG_q-BrA,Charlotte,Circle K Stores,5,3,NC,2,49,Food,0
qPxflgIXyb0Mtpi0xDleuw,Charlotte,Roosters Men's Grooming Center,22,4.5,NC,2,7,,0
Rcy1MCOznAPvFkV5fvgtjA,Charlotte,Cvs Pharmacy,6,3.5,NC,2,153,,0
KpE-nIjQEx5DZ-RKhREODA,Charlotte,Folger Kia South Charlotte,6,2.5,NC,,121,,0
0UyVyPKOhQNwqQO1hc8_6Q,Charlotte,Chin Chin,4,3,NC,1,0,Chinese,1
rBgDAwUEhr75s5oF3I0BfQ,Charlotte,Aldo Shoes,3,3.5,NC,2,6,,0
b6px2LfZ-cVj_hg9TId1oQ,Charlotte,Noda Market & Deli,6,3.5,NC,1,21,Food,0
9TVsP9XfRYAaWAfTeVUj7g,Charlotte,King's Dry Cleaners & Shoe Repair,4,5,NC,,0,,0
lKynoi6GvRUoEqBnTbydCA,Indian Trail,The Carpet Guy,9,4,NC,,0,,0
xF86tK__pPtk4EPCitxq5w,Charlotte,Rite Aid,4,2.5,NC,2,32,Food,0
8T31B8WB0gBoFdHTGHI8mQ,Charlotte,Tony Hefner - State Farm Insurance Agent,5,4,NC,,0,,0
l3O-21JtW8kEs0_YfarkCA,Pineville,USA Nails,7,3.5,NC,2,0,,0
OC7XzLMjAer9e3LsA6pH2w,Charlotte,Hungry Howie's Pizza,7,3,NC,1,54,Pizza,1
j6_5-4BAtawc9Xs6quR0-g,Charlotte,Polished Nail Bar,33,2.5,NC,2,69,,0
i_ZGMd4MryqKGiWQxCm61w,Charlotte,Verizon Wireless,6,3,NC,3,33,,0
fcJaL2zvJTpjH-9gAliTYQ,Charlotte,Bank of America,3,3,NC,,68,,0
jC2bTWzWL7JZoL3HLUFr0Q,Charlotte,All In Good Company,4,5,NC,3,0,,0
eanJxSXum7zrV0ZkQTYURw,Charlotte,Infinity's End,4,3,NC,2,13,,0
j_W3IF_SJb1p3PtnipdJhw,Charlotte,Bargain Hunters Thrift Store,7,4,NC,1,17,,0
8NSQPVj6weR34FFXfy0nIw,Charlotte,Carriage Fine Dry Cleaning,3,1.5,NC,2,0,,0
gCS_524rK9oAQ6176rKQ-g,Charlotte,Michael Kors,4,3.5,NC,2,6,,0
#NAME?,Charlotte,Picture People,4,3.5,NC,,0,,
myyVVndzWEuUmwNHBYkcmg,Charlotte,Ulta Salon & Cosmetics,11,3,NC,4,29,,0
u5lyftvc07DNJ48148kh7w,Charlotte,Beverly Nail Spa,21,2,NC,2,20,,0
69JkeoS2eX-km9aumK0d4w,Charlotte,Kabob Grill,76,3.5,NC,2,101,Mediterranean,1
GYE5mxIvMXk7fxgzT6dJ7g,Charlotte,Destination Maternity,6,4,NC,,8,,0
yW2vbHdWONpUu11Yh8KKxw,Charlotte,Collins Cleaners,3,2.5,NC,2,0,,0
GvgyMoOXURmOKKei5wrzCQ,Matthews,Mr Inspection,5,4,NC,,8,,0
WgXp5HHkXk4UzIejwIVGbg,Charlotte,BP,3,2.5,NC,2,11,Food,0
xvO8CD3bBDrmUoH8qD0azg,Charlotte,Cafe International,4,4,NC,,6,,1
07tQLST15qhlQXtYewFSFg,Charlotte,Piedmont Row,4,4,NC,,50,,0
yHABy5muDMldlearo_-YIg,Matthews,Bellingers Consignments & Estate Sales,6,2.5,NC,,0,,0
UKtw4lKCvqlWxpUaH6mGSg,Charlotte,Mona Z Salon,3,2.5,NC,,0,,0
IS5QCq7HBz0RkPDu8rkWZw,Charlotte,Autobell Car Wash,3,4.5,NC,,14,,0
LiRp5HHfquwpYNg3DogMWg,Charlotte,TGI Friday's,29,2.5,NC,2,106,American (Traditional),1
ZeYImBZ74IQmBOcxL5Y4CQ,Concord,The Barber Crew,4,4,NC,2,3,,0
I_p17ro0H9sssVp2OI6Cxw,Charlotte,Bridgewater Capital,5,5,NC,,0,,0
uSI3lVkTvMGWym9ePSGiRw,Charlotte,Iron Butterfly Pilates,13,5,NC,,15,,0
cYtkld0Cz-S0d0t8q7cVMg,Charlotte,Switchin' Kitchens,4,5,NC,,0,American (Traditional),1
dM1UPPgeQFczXxCwnTJK-w,Charlotte,Moe's Southwest Grill,12,3.5,NC,1,62,Mexican,1
DWeIIRlMG8VtJWrugY0w0A,Charlotte,Janix Shoes For Ladies,3,3.5,NC,,0,,0
FbZaWTOOaLwTI_zVbtE5OA,Charlotte,Mecklenburg Medical Group,6,3.5,NC,,13,,0
BCffRAILQ43NUouZxho2qQ,Concord,Royal Dragon Chinese Food,12,4,NC,1,34,Chinese,1
4tXrQKEP1u7fT0UPW873Jg,Charlotte,My Sunshine Baby,5,4.5,NC,,0,,0
XBpU5IKlc-3nH-4I0W_X8w,Charlotte,Sally Beauty Supply,3,2.5,NC,1,10,,0
jQtvb8-T9zCuGGfLPduOPQ,Charlotte,Crossfit Charlotte,8,4,NC,,38,,0
3WkxgBbLz-Acok03ySdMbA,Charlotte,Zaxby's,7,2.5,NC,1,50,Fast Food,1
MmHpXEQ8s7Kmyr4OXEZMNw,Charlotte,The Home Depot,6,3,NC,2,127,,0
VbjAVaR_itr_JA0b9lvESQ,Charlotte,Suki Nails Spa,12,2,NC,2,6,,0
HutlC1aBZUI7DXRXH1vpcQ,Charlotte,Belk Department Store,18,3,NC,2,87,,0
_xXd4JjcfGzpwr2cPVkXdA,Charlotte,The Dinner A'fare,4,3.5,NC,,0,Food,0
gtXLt3lqZJyR8zW-GzlvPA,Charlotte,Tire Max Used Tires,5,4,NC,,0,,0
3ShZ3IidYKRZVp09up-mMQ,Charlotte,Cottage 2,8,2,NC,1,6,Chinese,1
#NAME?,Charlotte,Firestone Complete Auto Care,17,2.5,NC,,11,,
nytNqwUV63Hh_lplDN-TPA,Monroe,La Strada Pizza & Pasta,3,3,NC,2,0,Pizza,1
WehjJwG6xBwkpNfz4tukDw,Charlotte,Smoothie King,4,5,NC,2,41,Food,0
KeVsrBXPLCfVJ17IYOMgwA,Charlotte,Auto Tune Total Car Care,3,5,NC,,0,,0
CWnsLFY-JUFpgz6nkcMigg,Matthews,Five Guys,6,4,NC,,14,Fast Food,1
kZAVp9Bu0z9NUn3oj5KmXQ,Concord,Courtyard Charlotte Concord,11,3.5,NC,2,23,,0
WtKgI9y8efr3d94A6T6IGw,Charlotte,Starbucks,23,3.5,NC,2,323,Food,0
tbkKaYyjkg15bKjcyyFdLQ,Charlotte,"Heather D Rorison, DMD",5,5,NC,,6,,0
G3oN8pzISEUj60_kQKK8kA,Charlotte,Cotswold Animal Hospital,9,5,NC,,22,,0
X2qnYEL5ON1G-2ZPz9lqoA,Charlotte,Victoria's Secret,3,4.5,NC,3,17,,0
Hm2Jxsh_MCUWdzfFU_U2Gg,Charlotte,Bojangles Restaurant,9,3,NC,1,87,,1
oYxQuGYcvLcUTRe7wIJbuQ,Charlotte,ABC Bartending School,3,3.5,NC,,0,,0
rdL8afisA5KJIaUJmOa4pw,Charlotte,Holiday Inn Express & Suites Charlotte- Arrowood,6,2.5,NC,2,22,,0
OmbSVqARkl50SXFoaZGWgQ,Charlotte,Starbucks,13,4,NC,2,182,Food,0
glXY3NcgUDZVzm9z7HJ7LA,Pineville,Mintview Obstetrics & Gynecology Associates PA,3,4.5,NC,,13,,0
7AFCFjnj1yLV71YC-qwxSA,Pineville,Para USA,3,2.5,NC,,0,,0
P2jXq5Dv-nHvNiH3zVmvsg,Charlotte,Cakes & Flakes,3,3,NC,,0,Food,0
BilwFx6EJoFzni0E6vRkbw,Charlotte,Levine Children's Hospital,8,4.5,NC,,35,,0
LLOd8IRHrA6DzgS9jVQEEA,Pineville,Quick Spin Laundry,6,4,NC,2,0,,0
ttFYB5o7cdTulX2RpbHrkg,Charlotte,Best Buy,24,2.5,NC,3,133,,0
S69DaIYms_PKBty1d2xeAA,Charlotte,Aloha Hawaiian Bbq and Grill,12,3.5,NC,1,10,,1
2Cxq5noMJdIo-0K2zd8JYw,Charlotte,Harbor Inn,22,3.5,NC,2,56,Seafood,1
VRh01Yil19tRyiuO4pI8Lg,Matthews,Sangrock Black Belt World,3,3.5,NC,,0,,0
0w23wuqFUWRThKF1oPf3IA,Indian Trail,Audio To Go Dj,3,5,NC,,0,,0
ab2GBKl9dwPBGj_M0dliJA,Charlotte,Starbucks,21,3.5,NC,2,228,Food,0
7Lr7SYyO9m_yU1hXR_8GLA,Charlotte,Floyd's III,15,4,NC,1,20,,1
_qvxFHGbnbrAPeWBVifJEQ,Charlotte,Lenny's Sub Shop,22,3.5,NC,1,23,Sandwiches,1
zAuxPOygRBBzEo8PsN1Sjg,Charlotte,Off Broadway,4,3.5,NC,2,17,,0
jbBydUcIKncEupUkYcjZ3A,Charlotte,Pet Paradise,18,4,NC,,22,,0
_qd19K8z20NT3uC0U-RtQA,Charlotte,Harris Teeter,6,2.5,NC,2,228,Food,0
iRUaXAof-VDkqY7x4JCrnw,Charlotte,Nicky's Kitchen,7,4.5,NC,1,3,Breakfast & Brunch,1
RgSvM_16k5gxc3fzIYmRyA,Matthews,Dry Clean City,5,2,NC,2,0,,0
M2J6EAJKosaZfE_DZ6fj4w,Charlotte,My Nail Spa,7,3,NC,,6,,0
DKIV3t0Dl1Gy7Of905ntKw,Charlotte,Spintastic Laundromat,18,4,NC,1,30,,0
7Q52m2lTxftV1mghUTAkPw,Charlotte,Yeager Chiropractic & Wellness Center,4,5,NC,,0,,0
JJFjrdPcc__kvE-d3-AWZQ,Charlotte,Eastover-University OB Gyn,8,3.5,NC,,14,,0
8BlMyBHmb-31oAWsJ3X_QQ,Charlotte,Little Dreamer Productions,5,5,NC,,0,,0
hfEUrpyQI558rzHhXgk3Aw,Belmont,Belmont Abbey College,3,5,NC,,46,,0
VnTREYYq-cquQ3f2re8iBg,Las Vegas,Blossom,163,4,NV,3,364,Chinese,1
dT60R9W3xKDAmx89A-PCqg,Charlotte,Smoothie King,4,3.5,NC,2,56,Food,0
7AtV0JN2WTG-Nw4K0YBtpw,Charlotte,Dollar Tree Stores,4,3.5,NC,1,17,,0
RzlylBZTp4FW2qFvje2hAw,Charlotte,Cinnabon-Carvel,14,2.5,NC,1,51,Food,0
ttWkC_uRUcEvwK3zZ9NE4g,Charlotte,Dunkin Donuts Baskin Robbins,10,2,NC,1,37,Food,0
hrQEC_Zn_gRjgV0ptX5tjg,Charlotte,Cloud 9 Confections,40,3.5,NC,1,74,Food,0
1wJ5mRNKJAw07h440oZRIA,Charlotte,Officemax,3,2.5,NC,2,45,,0
Wn1YFeCmjm6zjj2NjytWGw,Charlotte,Great Clips,4,4,NC,2,10,,0
RUNS_ecDv2ofxXSeG6oE4g,Charlotte,Art Space Studio,5,4.5,NC,,10,,0
Jpwcmq8bHwy966K-6F_ucQ,Charlotte,Hilldrup Moving & Storage,3,3.5,NC,,0,,0
1PzBT2rBjxzJ2-6NYzUGOA,Charlotte,Pool Experts,3,4.5,NC,,0,,0
2pnYTKJp0itM8ZXaQEjdfg,Charlotte,PetSmart,6,4,NC,,56,,0
7znY3DEY7OPvZCHxWdkBRw,Charlotte,Banfield Pet Hospital,7,3,NC,,0,,0
6T6H-TpcH6dwZbNp79bW-Q,Charlotte,Roses,3,2.5,NC,,10,Food,0
rOo227M0aQ2j2Rqb8RW2Bw,Charlotte,Sun Stoppers West,8,4.5,NC,,4,,0
ZkkJtvsPTsxp7wT0qQEZ-w,Concord,Beef Jerky Outlets,20,4.5,NC,2,35,Food,0
jS8ukLDjUz_wLyYE6LLkeQ,Charlotte,Bojangles' Famous Chicken,6,3,NC,1,13,,1
D8E_YiLZ7qY3USFV7BbNFw,Matthews,Dogs Day Out,10,4.5,NC,,17,,0
W6lL3Ptq-1143gGar6Jjpg,Charlotte,Anytime Fitness,5,3.5,NC,,32,,0
ly1OR2S709cQCjFAZaTMLQ,Harrisburg,Mini-Xtreme of Harrisburg,6,1.5,NC,,0,,0
lR9xjHv_xhFS4mW3Glm6QA,Concord,Spice 9 Indian Cuisine,31,3.5,NC,2,34,Indian,1
5Tc7glfDu90LK5dpu0yHBw,Charlotte,Yarnhouse,8,4,NC,2,5,,0
ZXkbbB2AtkGmEg-eZ0M3WQ,Charlotte,Autozone,3,3.5,NC,,10,,0
B7EZQ5OTpjQ-Z2XmHTLpVQ,Charlotte,Baskin-Robbins,3,3.5,NC,,0,Food,0
WrdrMp5lQjNblTU2ISqC0w,Charlotte,Comalapa Family Restaurant,7,4,NC,,10,Mexican,1
s2KKe8CxsiClBYiVECxExw,Charlotte,Pike Nurseries,15,4,NC,3,40,,0
xbfQQnXFoz1acZF8P2ee_Q,Matthews,Orthocarolina - Matthews,3,2.5,NC,,0,,0
#NAME?,Charlotte,Extended Stay America - Charlotte - Airport,8,2.5,NC,1,11,,
7KRf75x7FYHVJK1l72RmXQ,Charlotte,Extended Stay America - Charlotte - Pineville,4,4,NC,2,0,,0
0KkMoh1zaAloeomx1cBXTw,Charlotte,Chick-fil-A,10,3.5,NC,1,43,Fast Food,1
n0CtkJhTgxgYFHezwT7yqQ,Charlotte,The Cleaning Authority,4,1.5,NC,,0,,0
7561EKk6v1GIJBwdtYtuaA,Charlotte,Malibu Nail,29,3.5,NC,2,31,,0
pit1ZYXOQaDbhcDP8qPUTQ,Pineville,Sears Roebuck and,3,4.5,NC,2,12,,0
RPtvuJeKnhqNdap71rtCAg,Matthews,Hhgregg Appliances,10,2,NC,3,3,,0
VGLVHkBhWnmDI4Puol9ehA,Charlotte,Orthocarolina,5,2.5,NC,,11,,0
IpRPeKDlZ1XVbr1VRvHjFQ,Charlotte,Dunkin' Donuts,6,2.5,NC,1,83,Food,0
2uOrTVCIa_pLN94DSd00Pw,Charlotte,Mecklenburg County William R Davie Park,20,4.5,NC,,65,,0
744P-2IcGbJzMIifbx50dQ,Charlotte,Chicken King,6,3.5,NC,1,9,,1
HvwZ7lO-HpCbVcoR8OPnUQ,Charlotte,2 The Max Salon,3,4.5,NC,1,0,,0
6Jf7YLblSXwOLw9jKB9bRg,Charlotte,LensCrafters,4,2.5,NC,3,10,,0
Yp5SfMHObQEWDecZWa5XXg,Charlotte,Ulta Cosmetics,16,3.5,NC,2,104,,0
8_1veEvO7qUPdD7o-03Hgw,Charlotte,Salsarita's Fresh Cantina,15,3.5,NC,1,88,Mexican,1
MZVjy_1GREF-e0VyVNcgJQ,Charlotte,Dean's Shoe Repair,47,4.5,NC,,32,,0
qXurA3UWJ0FrO7I9hzRcFw,Concord,Red Wing Shoes,3,4,NC,,0,,0
rJDbSkViuZkLood6XcF4nw,Charlotte,The Tire Depot,9,5,NC,,13,,0
uGIRupQl0s-m01DFXWgS9Q,Wesley Chapel,Harris Teeter,3,4,NC,3,35,Food,0
j1UlPbjriXUf8785wMNF_A,Mint Hill,Mr Inspection of Mint Hill,4,4,NC,,5,,0
l-xf3Ql0p5hfVx2N7C4nFA,Charlotte,Jos A Bank,3,4.5,NC,,0,,0
q8Jxaiq8VUT0gKZ1_DniAA,Pineville,By Design,3,2.5,NC,,6,,0
KBBJFjlg4PJFSbyluvFWzw,Charlotte,Midtown Nails,30,4.5,NC,2,17,,0
__H6L3nke1qkKF-udfe6uA,Charlotte,Cvs Pharmacy,4,4,NC,2,18,,0
d-sb4djKmDbmWH4CExvmQA,Charlotte,Nails Spa,12,2,NC,3,0,,0
zVLTFKEsSh1X1Nj7hd9iww,Charlotte,Office Depot,5,4,NC,2,38,,0
W_uJRr8q4x0oDgSQtdCg_Q,Pineville,Quality Suites At Carolina Place Mall,8,3.5,NC,2,10,,0
K03LmE1QgltnnF65v_BL9Q,Charlotte,Pavels Jewelers,11,4.5,NC,3,4,,0
8foY5SFSmiOJp0a3mVQUjg,Charlotte,Bank of America,3,3,NC,,10,,0
vhy4hSTQS3I0l6HNd4AqhQ,Mint Hill,Earp's Bp,3,3,NC,,0,,0
Jy4oQ5bXbF5oTuFm-jh3MQ,Charlotte,RBC Bank,6,1.5,NC,,0,,0
w3KDHejwrnmfiqsNxy2zpw,Charlotte,Golf Galaxy,3,3.5,NC,2,10,,0
XRpe98p-ybdj9o2qM8Y5pg,Charlotte,Smoothie King,7,3.5,NC,2,45,Food,0
#NAME?,Charlotte,Lumber Liquidators,5,2,NC,,0,,
2uZPX54A3sbMhbiYJQhTew,Charlotte,Staples,3,4.5,NC,2,27,,0
9N_PIhM2Ct2rG7SXiM5y-w,Concord,DSW Designer Shoe Warehouse,5,3,NC,2,25,,0
ad4lB2LM8MnbO58UBu_N8A,Charlotte,Walmart,14,2.5,NC,1,108,Food,0
cTM-2cQvWHcDeB6xve8UhA,Charlotte,Cvs Pharmacy,6,3,NC,2,108,,0
c4WkC-eOoqZwT2qe9ci6NQ,Charlotte,Walgreens,8,2.5,NC,2,64,Food,0
#NAME?,Charlotte,Dee Gainey's Body Shop Inc,5,4.5,NC,,0,,
Q8PT4BKhy-zWQk50oEAthw,Indian Trail,V -12 Motorsports,5,4,NC,,0,,0
TiyPMKUpWtXDH-F8SsxfOw,Charlotte,Orvis,3,3.5,NC,2,4,,0
Z8SCvPBDYjaY7gGuywN4Xg,Charlotte,Davi Nails,3,1,NC,2,0,,0
XTI4ap-4EHoUdDwoP8rP5w,Charlotte,Walmart Supercenter,18,2.5,NC,2,373,Food,0
jRr8xrb8mam9ex_MGhKheQ,Charlotte,Compare Foods Supermarket,10,3.5,NC,1,45,Food,0
lk5FDr0ZG9ZCZATGikzdQg,Charlotte,Eggheads Breakfast Brunch and Lunch,13,3,NC,,8,Breakfast & Brunch,1
5g3-jBQuh8Mj1nzW6GwdXQ,Charlotte,Assistance League,6,4.5,NC,1,13,,0
P7sgtfOXD853b1LEjdWNrg,Charlotte,Heart & Hand Veterinary Hospital,5,4.5,NC,,0,,0
dlIn7jhkIszPg4ao_lyfxg,Charlotte,Atkins Circle Apartments,8,3,NC,,33,,0
m3DDaYa2nTO_astp0dU_OA,Matthews,Bilo Store,4,3,NC,3,7,Food,0
SmH_rFfn1K7S3VQT4i3GUw,Mint Hill,Mecklenburg County ABC,3,4.5,NC,2,4,Food,0
b_KOuGxsGrpOJumt_6lrhQ,Pineville,Monro Muffler Brake & Service,5,3.5,NC,,8,,0
UnN7sdhwsKXMuhtyG71iqw,Charlotte,Revolve,12,4,NC,2,21,,0
nDnDo0QslWQkU0c8_FxP0A,Charlotte,Yorkmont Bp,3,3.5,NC,,47,,0
jdTfOIgrf8N-h03O5VNCOg,Charlotte,Renovatus Church,4,5,NC,,35,,0
x9e50W7UOi44_ibiUQZDuQ,Charlotte,Lowes Foods,3,3.5,NC,3,12,Food,0
EV8boVGPagk6R3qOibL7Pw,Charlotte,Budget Car Rental,17,2,NC,,24,,0
IcwFdWGnetL2EW_n-GiMnQ,Charlotte,Panda Express,19,3,NC,1,57,Chinese,1
uPphb64ldVqKuUwP4fpM0w,Charlotte,Charlotte Mecklenburg Library - Mint Hill,4,4,NC,,6,,0
3rFhb3rX_gG3nmU716G3aA,Charlotte,Charlotte Mecklenburg Library - University City Regional,6,4,NC,,107,,0
qElQDVw8kTHjBPcmsxOazw,Charlotte,Wing Heaven,9,4,NC,1,24,Chinese,1
NIJ-mbgKMEcwT9IdEwwi5A,Charlotte,Carolina Cinemas,52,4,NC,,330,,0
SCgZsQ8toPbLjPKq_ABfjw,Charlotte,Dollar Tree,4,1.5,NC,1,18,,0
tdB1cwespmD-ptaeRrxbTQ,Matthews,Metrolina Eye Associates,4,2.5,NC,,0,,0
SarT3wam294RFeqStjdcfw,Pineville,India Grocers,5,4,NC,,4,Food,0
yQPaPFVNGpAeiM-BXc3WQA,Charlotte,MA MA Wok,15,3.5,NC,1,28,Chinese,1
n5VDarILKsHU7O2J-uPFJg,Charlotte,KFC,4,2,NC,1,8,Fast Food,1
pD3z9oAJwDyFFQgM-Rjvpw,Charlotte,A Tech Repair,4,1,NC,,0,,0
0GwkGzc2108TaO35KIJNVg,Charlotte,Enterprise Rent-A-Car,4,3,NC,,0,,0
#NAME?,Charlotte,Wilburn Auto Body Shop,8,2.5,NC,,9,,
3hMF86FemqR_sH8OOh6sYQ,Charlotte,Maki of Japan,3,2.5,NC,,5,Japanese,1
8i5-DuW2pFWrILlM_JLL2w,Charlotte,Pop-A-Lock of Charlotte,10,4.5,NC,,0,,0
QoKWSRJQqZppJzcfNCKSag,Charlotte,Park Town Cleaners,4,3,NC,,0,,0
7weCKbSAo3V5xQZr55sY7w,Charlotte,OrthoCarolina,17,3,NC,,121,,0
L5FWkmnuvO-4yfLEZrX29w,Charlotte,Salon 42,40,5,NC,2,65,,0
fudC3SponpuirAt3_HGcxA,Charlotte,Tuesday Morning,3,3.5,NC,,15,,0
_ZbOgre0HEDqYYuvsr19mA,Mint Hill,Daphne's Bakery,24,4,NC,1,3,Food,0
CErMa9dCZK2CrgVHOqh8pg,Pineville,Oasis Massage,3,2.5,NC,3,0,,0
b142NeFQ6yMxGuk2gUxFrQ,Charlotte,Harris Teeter,10,3.5,NC,2,94,Food,0
O-ENyELU1chdoJTDDnsjag,Charlotte,Suburban Extended Stay Se,4,3,NC,2,0,,0
qesCczqgjSzve3D16Qg2cg,Charlotte,Facial Room,9,4,NC,2,5,,0
EJsn7JqcOh4FUcMRh2NW7Q,Indian Trail,Bb&t,4,2.5,NC,,0,,0
RZ-LoU3oq_uTb6tUa1UZ9A,Charlotte,Books-A-Million,4,3.5,NC,2,32,,0
DilWmlVPjyTK1DVxqiVesw,Charlotte,Fiji Nail Spa,9,3,NC,2,20,,0
IR0PXXOnqXJvhKBj9E25lA,Charlotte,Scott Auto Body,7,4.5,NC,,7,,0
PXXqab2-Ek3mUV9_lEM6kA,Charlotte,Dogs All Day,17,4,NC,,51,,0
DWdI0E4ke_OG19qUV5ov5w,Matthews,Chuck Eaton Photographers,5,5,NC,,0,,0
XBMdUYJbVCw9eDu5ZGWJZQ,Charlotte,Charlotte Music School,3,4.5,NC,,55,,0
DizxFKuAw6Bhg7llz3cXeg,Charlotte,The Southern Gourmet,22,4.5,NC,2,39,Food,1
bOyoQlRSr5Of67COPtzxAA,Charlotte,Chick-fil-A,16,4,NC,1,91,Fast Food,1
aKF96AGw5uRZ-CZIGDouFw,Charlotte,Brilliant Sky Toys & Books of Blakeney,5,3,NC,2,4,,0
w3E8p8ypNLDAm47b3Pa66Q,Concord,Babies R US,4,3,NC,2,53,,0
bsxt9C6x7OWx5KXyCKJmnA,Pineville,REEDS Jewelers,3,4,NC,,0,,0
TQfmT57CSTSufyTLQqnp9Q,Matthews,Beltway Gun & Pawn,9,2.5,NC,2,3,,0
FbdXRvK-8xiErK6WbRo2Dg,Charlotte,Red Bowl,28,2.5,NC,2,50,Asian Fusion,1
6H1SW07sYSvAK3Brls2ZkQ,Charlotte,Chuck E. Cheese's,4,3.5,NC,1,6,Pizza,1
wvDD2X-5ts_ai5mtOw_dCg,Charlotte,Rite Aid,5,3.5,NC,2,35,Food,0
y8VphkZ7kojHS0Oyj3JUsQ,Charlotte,Dolce Lusso,15,4,NC,2,7,,0
a_0_8jPkchORhJH6rodjEA,Mint Hill,Jazzy Nails,4,5,NC,2,4,,0
FLTDsBSw8dpQv8InNT-KlQ,Pineville,Great Wraps,4,4.5,NC,,16,,1
c1j6EsMWZftzG0wO-GimBA,Charlotte,Office Depot,7,3.5,NC,1,55,,0
LCpLxWdBFaI2cg0O5ZJrwQ,Charlotte,Cafe At 6100,4,3.5,NC,1,8,,1
__EMAbBjstTGG2KgsQcfHQ,Charlotte,Indulgence Salon,9,4.5,NC,2,43,,0
kL_GXiRXvcYzbd9HpRK1Tg,Charlotte,Starbucks,17,3.5,NC,2,241,Food,0
8xCPfgrsmN8UjR7xBUfqIQ,Matthews,Collins Cleaners At Matthews,3,3.5,NC,2,0,,0
ffVwzDVMy5gGx0jd11xoBQ,Charlotte,Halal International,4,3.5,NC,1,5,Food,0
04XGJdQ-Rr-P4XtPU0yKKA,Charlotte,Charlotte Glass Tinting,3,5,NC,,0,,0
YNjXi1QFaXKP6zC5etwArA,Charlotte,Video Extra,3,4.5,NC,1,0,,0
mp0oL6hUzYol3amWxyaHzQ,Charlotte,Britax Child Safety,3,1,NC,,0,,0
GUp0Ef9UmWb2FM_COwh3VA,Charlotte,Airport Holiday Payless Rent-A-Car Systems,5,2,NC,,0,,0
uJGUJDtNrWfr_WPPWpUvjA,Matthews,Patel Dr Anish,3,4.5,NC,,0,,0
ABRGoIyRfdWKxcCPmHMVtg,Charlotte,Arby's,6,3.5,NC,1,7,Fast Food,1
r5RzYwpY7nS8cMN20bGnWw,Indian Trail,Bruster's Real Ice Cream,4,4,NC,1,26,Food,0
dCDIUDJjmAGt5X6HZUOvaw,Belmont,South Point Family Practice PA,3,2.5,NC,,0,,0
uZZ16LwUvXMZnZF8Q4Y2Zg,Charlotte,Blakeney Family Physicians,5,3,NC,,3,,0
